review	tagging
Returned. Defective.	0
Returned the phone. Sound not clear. 	0
returned it to seller.	0
"responsive seller, immediately contacted me, very positive feedback"	1
"Required constant updating, frequent operating system failures, and roaming.. "	0
"required a phone to fit car kit, and it does the job!                                                                                                                                                                        ."	1
request the imei or series of the iphone 7 plus to buy or invoice and did not ever give me the phone was not delivered to me	0
"Replacement parts and service on phone is zero . You get email on how you going to get replacement parts , with tracking numbers that are no good . No phone Number too call and get info from .      And when I had problems with the external speaker not working no help there .   "	0
"Replaced screen,  phone worked like a charm, looks brand new, activated with T Mobile   flawlessly"	1
"Replaced a Samsung Battery EATING Galaxzy S5 with this phone & wish I would have made the switch yrs ago, ATT software issues because of being an unlocked phone that I was unaware of. So I guess I'll never receive an update because of NOT being an ATT branded phone! Spent many hours online chat with Huawei to find this out, then spent many more hours at ATT store & online with chat, was PROMISED an update to phone with in 24 hours but unfortunately that NEVER HAPPENED? So biggest issue I have with this phone & another Huawei Mate 9 is that VIDEO can NOT be sent using MMS! Some other minor issues that I have been able to solve using apps from play store."	1
"Remember that it's used and at least in my case, the phone doesn't charge. I already ordered a replacement charging port to fix the issue. If you don't have the technical knowledge, remember to take repair cost into account before purchasing. The phone itself is amazing, Have been a loyal customer for HTC since their first One X. This unit is to replace another one M8 that died on me after 2 solid years of use."	1
"Remeber the Sanyo 4920? That phone was tough as heck. This phone is the same and even better! It has rubber sides all over it making it almost indestructible. It has one of the best reception phones Sprint offers.     However, it does lack EVDO and a camera. But depending on your needs, you might think this phone is prefect for you.     Pros: High battery life, good protected screen, and fast charging.    Cons: A little bulky, and speaker phone isn&apos;t the best"	1
Reliable seller. I got the package faster than the projected date. Thank you. Looking forward to doing business with you soon.	1
"Relative lack of bloatware and easy automatic update to Android6.  Painless connection to my carrier, wifi and bluetooth.  Strong reception.  Clear sound on handset, speaker and bluetooth.  Touch sensitivity is smooth and responsive.  Apps install easily. (My only ""complaint"" is lack of an integrated MP3 player, but there are lots of apps for that).  Battery life is excellent. Charges quickly.  I strongly suggest this 16GB model over the 8GB for capacity and speed.  Solid, sleek build.  Water-resistant.  Probably the best value I've ever seen in a phone.  "	1
Regrettable purchase 	0
"refunded before it came, wonderful company didnt have a items with the return."	0
Recommend the phone to anyone with budget conscious.  Good phone.  User friendly.  Battery is not as long as I like but it&apos;s not bad.  Ringtone is a bit low but that is happened to all the new smartphones these days. Q-werty board is helpful when texting.	1
Recommend Seller	1
Recomiendo el vendedor. Todos los descripciones corectos. El estado del teléfono Samsung Galaxy S6 Edge es sin imperfecciones visibles. Tampoco he encontrado errores de funcionamiento. 	1
"Recomendado, equipo nuevo en caja, perfectas condiciones y envio rapido. Compra segura, persona muy responsable."	1
Recomend all ebay person...	1
Recomend ! Very Nice Product !	1
Recieved wrong phone and was a completely different phone carrier..seller is not responding to my messages..horrible customer service	0
Recibido como estaba detallado. Gracias!!	1
Reception is perfect and small size makes it easy to take with me. The screen is nice for viewing photos. The interesting sideways camera works out well and makes taking pictures more natural.	1
"Recently purchased this phone so that it would work with new hardware that I have. Phone is compact yet has all the features I need, plus a long battery life. The fact that it is an unlocked phone so that I can use it with any service, helps tremendously. Delivery was fast. Would definitely order again. Thank you."	1
"Recently purchased a red T1 and have confirmed at least one Chinese manufacturer has included several US lte bandwidths. Phone is an incredible value, with only slight weakness in the camera area, but I'm not a camera centric buyer.  It's setup is just fine for taking an occasional shot... But i won't be filming any utube videos on it...  Again, if your looking for a very decent inexpensive smart phone with good specs and reasonable looks. . Look no further."	1
"recently i received a telephone from seller, but does not work, comes with two dead batteries, a wall charger not know if it works and a usb cable, does not bring the manual and specifications of the item if you itemize. Now I do not know what to do because not it works and the seller does not answer my messages."	0
recently bought this phone it says its unlocked but wont work with my carrier and having a hard time getting seller to refund	0
RECEIVED TODAY   SEE THE PICTURES  SHAME SELLER  PAYPAL FRAUD CASE OPEN	0
"Received this phone from the supplier and it did not work from the start.  Charged it to 100% and it powered on but would not go past the charge indicator screen and would just briefly show an image of a full charged battery and then black screen and flicker between the two screens.  'Boot Loop' is what it's called for tablets and such so that is what I'll call it here.  Looked like a great phone, it just never worked properly.  Factory Refurbished version, a NIB would probably work fine."	0
